TransactionId;UserId;Product SKU;Purchase
33041;814;6;1
33042;238;4;1
33043;904;3;1
33044;731;3;1
33045;731;7;1
33046;553;5;1
33047;454;3;1
33048;431;1;1
33049;560;2;1
33050;269;2;1
33051;715;10;1
33052;699;5;1
33053;917;4;1
33054;612;7;1
33055;20;8;1
33056;65;9;1
33057;941;1;1
33058;336;3;1
33059;641;6;1
33060;65;3;1
33061;289;5;1
33062;481;1;1
33063;85;10;1
33064;146;7;1
33065;683;2;1
33066;575;1;1
33067;636;1;1
33068;388;2;1
33069;765;2;1
33070;267;3;1
33071;833;2;1
33072;261;3;1
33073;234;2;1
33074;764;6;1
33075;295;2;1
33076;144;1;1
33077;610;8;1
33078;108;2;1
33079;364;1;1
33080;256;1;1
33081;937;7;1
33082;59;7;1
33083;658;10;1
33084;161;10;1
33085;261;6;1
33086;806;3;1
33087;84;3;1
33088;297;3;1
33089;258;5;1
33090;290;1;1
33091;856;2;1
33092;967;3;1
33093;198;2;1
33094;679;3;1
33095;367;5;1
33096;744;2;1
33097;459;2;1
33098;988;6;1
33099;558;2;1
33100;336;1;1
33101;270;9;1
33102;862;2;1
33103;923;3;1
33104;851;2;1
33105;530;1;1
33106;720;3;1
33107;239;3;1
33108;429;1;1
33109;537;1;1
33110;357;2;1
33111;253;7;1
33112;57;2;1
33113;153;9;1
33114;364;2;1
33115;396;3;1
33116;728;1;1
33117;143;5;1
33118;888;1;1
33119;932;1;1
33120;185;9;1
33121;524;5;1
33122;770;1;1
33123;108;9;1
33124;671;1;1
33125;658;9;1
33126;768;4;1
33127;329;3;1
33128;478;7;1
33129;331;1;1
33130;614;1;1
33131;888;1;1
33132;590;1;1
33133;32;2;1
33134;125;9;1
33135;793;10;1
33136;173;4;1
33137;659;1;1
33138;203;1;1
33139;73;7;1
33140;987;7;1
33141;907;5;1
33142;149;4;1
33143;540;9;1
33144;833;6;1
33145;643;2;1
33146;579;3;1
33147;627;1;1
33148;282;4;1
33149;589;9;1
33150;24;3;1
33151;792;1;1
33152;915;1;1
33153;461;10;1
33154;480;2;1
33155;633;2;1
33156;52;2;1
33157;741;3;1
33158;779;1;1
33159;64;6;1
33160;163;4;1
33161;214;3;1
33162;353;5;1
33163;504;1;1
33164;751;7;1
33165;717;3;1
33166;932;9;1
33167;776;2;1
33168;400;6;1
33169;759;3;1
33170;629;3;1
33171;623;5;1
33172;370;3;1
33173;319;3;1
33174;717;3;1
33175;143;3;1
33176;740;8;1
33177;379;9;1
33178;79;5;1
33179;941;1;1
33180;704;3;1
33181;967;3;1
33182;894;8;1
33183;73;10;1
33184;758;3;1
33185;719;3;1
33186;993;1;1
33187;396;1;1
33188;366;5;1
33189;129;6;1
33190;22;1;1
33191;738;2;1
33192;875;2;1
33193;726;8;1
33194;286;1;1
33195;797;1;1
33196;842;3;1
33197;313;3;1
33198;646;3;1
33199;449;1;1
33200;458;2;1
33201;623;3;1
33202;393;3;1
33203;366;3;1
33204;229;1;1
33205;598;3;1
33206;605;2;1
33207;604;5;1
33208;739;3;1
33209;248;3;1
33210;283;3;1
33211;57;1;1
33212;188;10;1
33213;478;6;1
33214;77;3;1
33215;864;1;1
33216;863;5;1
33217;837;1;1
33218;149;3;1
33219;318;1;1
33220;694;9;1
33221;130;8;1
33222;373;2;1
33223;362;2;1
33224;175;2;1
33225;971;3;1
33226;682;7;1
33227;623;1;1
33228;107;2;1
33229;446;2;1
33230;851;2;1
33231;333;6;1
33232;905;2;1
33233;502;3;1
33234;684;3;1
33235;787;8;1
33236;915;2;1
33237;43;8;1
33238;974;3;1
33239;868;1;1
33240;967;3;1
33241;862;6;1
33242;989;2;1
33243;248;2;1
33244;206;1;1
33245;984;10;1
33246;483;2;1
33247;832;1;1
33248;346;5;1
33249;504;1;1
33250;760;2;1
33251;595;1;1
33252;379;6;1
33253;355;7;1
33254;239;1;1
33255;823;3;1
33256;747;3;1
33257;70;1;1
33258;365;2;1
33259;892;2;1
33260;523;2;1
33261;976;1;1
33262;391;10;1
33263;422;5;1
33264;430;2;1
33265;42;1;1
33266;560;2;1
33267;903;10;1
33268;813;3;1
33269;158;1;1
33270;273;2;1
33271;63;3;1
33272;3;2;1
33273;603;3;1
33274;391;7;1
33275;340;3;1
33276;339;3;1
33277;986;1;1
33278;35;3;1
33279;351;5;1
33280;360;10;1
33281;91;3;1
33282;683;1;1
33283;207;3;1
33284;929;3;1
33285;24;4;1
33286;242;5;1
33287;173;3;1
33288;706;3;1
33289;836;1;1
33290;876;10;1
33291;858;2;1
33292;343;4;1
33293;441;2;1
33294;265;1;1
33295;167;3;1
33296;286;3;1
33297;175;1;1
33298;163;2;1
33299;262;9;1
33300;732;6;1
33301;665;6;1
33302;278;4;1
33303;970;8;1
33304;52;2;1
33305;570;1;1
33306;253;2;1
33307;276;1;1
33308;336;3;1
33309;250;1;1
33310;35;3;1
33311;105;6;1
33312;102;8;1
33313;722;3;1
33314;930;3;1
33315;970;5;1
33316;626;4;1
33317;367;2;1
33318;855;3;1
33319;936;1;1
33320;785;1;1
33321;333;2;1
33322;134;2;1
33323;417;7;1
33324;226;3;1
33325;180;7;1
33326;208;1;1
33327;382;6;1
33328;618;2;1
33329;145;1;1
33330;527;2;1
33331;416;2;1
33332;92;2;1
33333;488;2;1
33334;18;5;1
33335;920;4;1
33336;864;2;1
33337;460;8;1
33338;902;3;1
33339;539;1;1
33340;838;4;1
33341;113;3;1
33342;650;1;1
33343;110;3;1
33344;327;3;1
33345;621;6;1
33346;938;8;1
33347;224;1;1
33348;553;4;1
33349;640;8;1
33350;290;1;1
33351;133;2;1
33352;573;2;1
33353;249;1;1
33354;358;8;1
33355;777;1;1
33356;872;3;1
33357;608;3;1
33358;682;2;1
33359;511;6;1
33360;758;3;1
33361;296;2;1
33362;109;3;1
33363;527;6;1
33364;68;3;1
33365;885;1;1
33366;530;1;1
33367;828;2;1
33368;355;2;1
33369;904;3;1
33370;25;2;1
33371;807;2;1
33372;665;4;1
33373;286;1;1
33374;599;4;1
33375;723;8;1
33376;782;1;1
33377;875;10;1
33378;719;1;1
33379;376;3;1
33380;590;1;1
33381;868;4;1
33382;685;7;1
33383;708;1;1
33384;167;1;1
33385;818;6;1
33386;586;2;1
33387;709;1;1
33388;956;3;1
33389;155;6;1
33390;53;10;1
33391;827;2;1
33392;869;3;1
33393;89;2;1
33394;325;2;1
33395;29;2;1
33396;652;6;1
33397;277;2;1
33398;214;2;1
33399;683;1;1
33400;4;1;1
33401;128;2;1
33402;337;2;1
33403;26;10;1
33404;916;1;1
33405;34;1;1
33406;402;2;1
33407;847;2;1
33408;250;3;1
33409;625;10;1
33410;101;3;1
33411;879;6;1
33412;543;2;1
33413;982;1;1
33414;963;1;1
33415;853;2;1
33416;610;7;1
33417;98;7;1
33418;709;2;1
33419;87;4;1
33420;925;10;1
33421;188;5;1
33422;867;5;1
33423;764;10;1
33424;423;2;1
33425;701;2;1
33426;817;2;1
33427;657;4;1
33428;283;1;1
33429;20;1;1
33430;807;6;1
33431;624;3;1
33432;478;2;1
33433;711;7;1
33434;129;1;1
33435;409;1;1
33436;894;9;1
33437;708;1;1
33438;159;5;1
33439;969;3;1
33440;163;3;1
33441;929;2;1
33442;12;5;1
33443;202;3;1
33444;766;6;1
33445;456;10;1
33446;212;3;1
33447;538;3;1
33448;684;2;1
33449;583;10;1
33450;359;1;1
33451;947;7;1
33452;287;2;1
33453;396;6;1
33454;91;9;1
33455;422;10;1
33456;605;2;1
33457;468;3;1
33458;97;1;1
33459;273;1;1
33460;194;1;1
33461;874;2;1
33462;593;3;1
33463;229;6;1
33464;267;2;1
33465;799;3;1
33466;672;4;1
33467;538;1;1
33468;556;2;1
33469;186;2;1
33470;995;6;1
33471;949;1;1
33472;909;7;1
33473;163;5;1
33474;144;3;1
33475;996;8;1
33476;694;1;1
33477;200;4;1
33478;389;3;1
33479;145;5;1
33480;755;3;1
33481;815;2;1
33482;748;9;1
33483;74;1;1
33484;468;6;1
33485;969;2;1
33486;976;1;1
33487;202;1;1
33488;111;2;1
33489;759;2;1
33490;618;1;1
33491;706;1;1
33492;992;9;1
33493;388;8;1
33494;107;6;1
33495;331;3;1
33496;235;6;1
33497;587;5;1
33498;496;1;1
33499;134;10;1
33500;278;9;1
33501;873;2;1
33502;21;3;1
33503;291;4;1
33504;542;3;1
33505;220;4;1
33506;133;3;1
33507;275;2;1
33508;522;1;1
33509;760;4;1
33510;564;5;1
33511;745;2;1
33512;660;6;1
33513;3;2;1
33514;572;3;1
33515;59;2;1
33516;180;4;1
33517;444;2;1
33518;467;2;1
33519;511;9;1
33520;320;4;1
33521;593;2;1
33522;407;3;1
33523;681;8;1
33524;400;7;1
33525;674;1;1
33526;35;1;1
33527;323;2;1
33528;706;9;1
33529;475;2;1
33530;437;3;1
33531;271;1;1
33532;565;1;1
33533;652;7;1
33534;327;4;1
33535;879;6;1
33536;560;3;1
33537;596;3;1
33538;445;2;1
33539;888;6;1
33540;654;2;1
33541;142;3;1
33542;794;6;1
33543;102;10;1
33544;124;6;1
33545;113;1;1
33546;754;8;1
33547;31;2;1
33548;640;2;1
33549;740;1;1
33550;150;1;1
33551;613;7;1
33552;810;8;1
33553;758;6;1
33554;833;4;1
33555;14;3;1
33556;817;3;1
33557;940;4;1
33558;394;6;1
33559;355;5;1
33560;762;1;1
33561;543;4;1
33562;243;2;1
33563;380;5;1
33564;97;1;1
33565;961;1;1
33566;158;1;1
33567;930;1;1
33568;296;3;1
33569;222;1;1
33570;934;8;1
33571;415;8;1
33572;78;1;1
33573;360;1;1
33574;448;2;1
33575;581;3;1
33576;266;9;1
33577;701;3;1
33578;278;2;1
33579;805;9;1
33580;532;2;1
33581;163;2;1
33582;33;1;1
33583;949;9;1
33584;116;7;1
33585;146;2;1
33586;333;7;1
33587;562;8;1
33588;651;1;1
33589;757;2;1
33590;288;2;1
33591;902;3;1
33592;329;1;1
33593;228;5;1
33594;37;1;1
33595;597;1;1
33596;269;2;1
33597;876;7;1
33598;833;4;1
33599;623;3;1
33600;765;2;1
33601;737;2;1
33602;840;9;1
33603;420;3;1
33604;384;9;1
33605;990;4;1
33606;479;2;1
33607;3;1;1
33608;993;5;1
33609;913;3;1
33610;657;3;1
33611;921;2;1
33612;935;1;1
33613;748;7;1
33614;257;3;1
33615;787;7;1
33616;970;2;1
33617;810;2;1
33618;508;3;1
33619;631;8;1
33620;851;3;1
33621;746;2;1
33622;859;7;1
33623;780;1;1
33624;722;3;1
33625;289;1;1
33626;115;7;1
33627;679;3;1
33628;949;10;1
33629;662;2;1
33630;676;2;1
33631;95;1;1
33632;67;2;1
33633;627;2;1
33634;716;3;1
33635;52;6;1
33636;642;1;1
33637;491;3;1
33638;359;3;1
33639;338;10;1
33640;790;3;1
33641;975;7;1
33642;12;5;1
33643;145;8;1
33644;941;1;1
33645;644;2;1
33646;913;2;1
33647;102;1;1
33648;18;1;1
33649;887;3;1
33650;800;10;1
33651;760;1;1
33652;151;9;1
33653;446;1;1
33654;731;1;1
33655;613;2;1
33656;426;7;1
33657;350;7;1
33658;861;3;1
33659;210;4;1
33660;940;9;1
33661;576;2;1
33662;344;1;1
33663;627;2;1
33664;127;5;1
33665;465;3;1
33666;642;3;1
33667;953;8;1
33668;936;2;1
33669;411;2;1
33670;320;1;1
33671;124;2;1
33672;601;1;1
33673;50;3;1
33674;547;1;1
33675;875;4;1
33676;968;2;1
33677;187;10;1
33678;308;3;1
33679;97;6;1
33680;372;4;1
33681;93;2;1
33682;725;4;1
33683;100;1;1
33684;887;3;1
33685;224;8;1
33686;395;6;1
33687;664;2;1
33688;931;4;1
33689;301;1;1
33690;361;2;1
33691;379;2;1
33692;628;8;1
33693;762;3;1
33694;787;1;1
33695;147;1;1
33696;477;3;1
33697;593;7;1
33698;518;3;1
33699;744;3;1
33700;579;2;1
33701;759;1;1
33702;672;1;1
33703;662;5;1
33704;314;7;1
33705;223;8;1
33706;523;2;1
33707;713;1;1
33708;691;6;1
33709;382;3;1
33710;693;5;1
33711;314;2;1
33712;607;1;1
33713;368;3;1
33714;748;3;1
33715;425;9;1
33716;47;1;1
33717;867;2;1
33718;179;3;1
33719;18;6;1
33720;470;1;1
33721;411;2;1
33722;684;3;1
33723;886;10;1
33724;249;2;1
33725;66;1;1
33726;980;8;1
33727;439;3;1
33728;535;2;1
33729;30;2;1
33730;158;2;1
33731;824;4;1
33732;230;3;1
33733;630;3;1
33734;795;2;1
33735;708;1;1
33736;283;7;1
33737;610;10;1
33738;432;5;1
33739;630;2;1
33740;304;7;1
33741;765;2;1
33742;81;8;1
33743;946;2;1
33744;35;1;1
33745;56;2;1
33746;524;4;1
33747;781;3;1
33748;967;6;1
33749;681;7;1
33750;942;2;1
33751;649;2;1
33752;961;5;1
33753;467;6;1
33754;170;1;1
33755;163;9;1
33756;672;2;1
33757;869;1;1
33758;947;2;1
33759;575;3;1
33760;814;1;1
33761;680;4;1
33762;765;2;1
33763;543;1;1
33764;547;8;1
33765;621;3;1
33766;380;3;1
33767;462;2;1
33768;489;8;1
33769;497;1;1
33770;97;1;1
33771;379;1;1
33772;250;8;1
33773;621;3;1
33774;782;7;1
33775;451;3;1
33776;922;1;1
33777;522;2;1
33778;355;1;1
33779;275;3;1
33780;543;1;1
33781;661;6;1
33782;341;1;1
33783;91;1;1
33784;897;3;1
33785;56;9;1
33786;314;3;1
33787;580;5;1
33788;690;9;1
33789;301;10;1
33790;549;9;1
33791;218;3;1
33792;522;1;1
33793;929;2;1
33794;928;3;1
33795;440;1;1
33796;868;2;1
33797;941;3;1
33798;246;8;1
33799;986;3;1
33800;22;10;1
33801;231;1;1
33802;247;3;1
33803;26;3;1
33804;809;4;1
33805;765;3;1
33806;721;10;1
33807;121;8;1
33808;673;3;1
33809;743;10;1
33810;463;10;1
33811;569;2;1
33812;281;3;1
33813;789;3;1
33814;886;1;1
33815;373;1;1
33816;7;2;1
33817;984;3;1
33818;554;1;1
33819;228;9;1
33820;234;2;1
33821;41;2;1
33822;533;8;1
33823;92;3;1
33824;287;3;1
33825;176;3;1
33826;967;1;1
33827;27;4;1
33828;257;2;1
33829;711;2;1
33830;471;4;1
33831;658;3;1
33832;365;5;1
33833;493;10;1
33834;429;2;1
33835;843;4;1
33836;367;7;1
33837;360;3;1
33838;170;2;1
33839;866;1;1
33840;157;2;1
33841;501;1;1
33842;283;1;1
33843;440;3;1
33844;496;1;1
33845;826;1;1
33846;616;3;1
33847;147;5;1
33848;366;10;1
33849;920;8;1
33850;465;6;1
33851;278;2;1
33852;104;2;1
33853;569;6;1
33854;95;3;1
33855;256;3;1
33856;46;10;1
33857;94;6;1
33858;649;1;1
33859;163;9;1
33860;16;10;1
33861;728;3;1
33862;631;1;1
33863;909;2;1
33864;78;2;1
33865;69;5;1
33866;857;7;1
33867;162;2;1
33868;916;3;1
33869;430;3;1
33870;129;4;1
33871;396;2;1
33872;905;6;1
33873;268;1;1
33874;430;10;1
33875;403;1;1
33876;837;1;1
33877;866;1;1
33878;39;1;1
33879;830;8;1
33880;131;9;1
33881;915;8;1
33882;962;2;1
33883;572;10;1
33884;839;8;1
33885;761;4;1
33886;894;3;1
33887;226;1;1
33888;690;7;1
33889;732;2;1
33890;826;2;1
33891;413;2;1
33892;472;4;1
33893;845;7;1
33894;399;5;1
33895;158;9;1
33896;872;1;1
33897;985;2;1
33898;457;1;1
33899;19;1;1
33900;829;6;1
33901;156;5;1
33902;905;2;1
33903;170;1;1
33904;821;3;1
33905;568;2;1
33906;916;9;1
33907;157;6;1
33908;380;7;1
33909;511;2;1
33910;94;2;1
33911;595;1;1
33912;865;1;1
33913;642;2;1
33914;40;8;1
33915;311;1;1
33916;274;3;1
33917;809;1;1
33918;735;5;1
33919;734;1;1
33920;9;10;1
33921;316;3;1
33922;148;5;1
33923;506;1;1
33924;61;1;1
33925;352;10;1
33926;369;10;1
33927;535;3;1
33928;994;3;1
33929;504;9;1
33930;261;1;1
33931;931;3;1
33932;207;3;1
33933;211;6;1
33934;923;3;1
33935;280;5;1
33936;260;10;1
33937;37;2;1
33938;908;2;1
33939;71;3;1
33940;806;1;1
33941;151;2;1
33942;851;2;1
33943;48;3;1
33944;364;8;1
33945;12;7;1
33946;615;3;1
33947;166;2;1
33948;992;4;1
33949;979;3;1
33950;342;3;1
33951;86;5;1
33952;795;2;1
33953;723;3;1
33954;280;1;1
33955;653;3;1
33956;356;1;1
33957;307;3;1
33958;197;8;1
33959;513;2;1
33960;990;4;1
33961;371;9;1
33962;651;1;1
33963;879;1;1
33964;144;8;1
33965;204;2;1
33966;856;10;1
33967;996;5;1
33968;558;7;1
33969;941;9;1
33970;356;7;1
33971;265;1;1
33972;254;2;1
33973;894;1;1
33974;78;3;1
33975;869;2;1
33976;3;2;1
33977;7;2;1
33978;856;10;1
33979;294;6;1
33980;288;1;1
33981;664;2;1
33982;298;1;1
33983;504;2;1
33984;274;3;1
